study,dataset,model,corruption,reference,method,metric,paired_seeds,reference_mean,method_mean,mean_paired_difference,paired_difference_std,ci95_low,ci95_high,method_greater_count,raw_p,family,correction_scope,holm_p_scope,holm_p_family_wide,holm_p_all_378,included_in_replacement_registry,analysis_status
shared_downstream_repair_20260908,cifar10,standard,,kaiming,random_stem,initial_val_accuracy,5,9.024000000000001,9.596,0.5720000000000001,1.365693962789614,-1.1237330261600946,2.2677330261600948,3,0.40201593320551043,first_layer_training,first_layer_training|dataset=cifar10|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,random_stem,validation_aulc,5,27.878800000000002,28.922800000000002,1.0440000000000011,0.6124981632625509,0.28348308171096037,1.804516918289042,5,0.01891792655895672,first_layer_training,first_layer_training|dataset=cifar10|metric=validation_aulc,0.05675377967687016,0.8323887685940956,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,random_stem,test_accuracy,5,33.408,34.553999999999995,1.1460000000000008,0.3452969736328446,0.7172571791513832,1.5747428208486185,5,0.0017596273632796045,first_layer_training,first_layer_training|dataset=cifar10|metric=test_accuracy,0.005278882089838814,0.10909689652333547,0.5138111900776445,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,random_stem,conv1_drift,5,0.008623531367629767,0.03465291261672974,0.02602938124909997,0.007935334842245767,0.016176361661791455,0.035882400836408486,5,0.0018391962657201431,first_layer_training,first_layer_training|dataset=cifar10|metric=conv1_drift,0.011035177594320858,0.11219097220892874,0.5333669170588415,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,gabor,initial_val_accuracy,5,9.024000000000001,10.98,1.9560000000000002,2.7831780395799335,-1.499771972337734,5.411771972337735,4,0.19116512554904075,first_layer_training,first_layer_training|dataset=cifar10|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,gabor,validation_aulc,5,27.878800000000002,30.4048,2.525999999999999,1.181345842672671,1.0591653977256552,3.9928346022743426,5,0.008767516740226937,first_layer_training,first_layer_training|dataset=cifar10|metric=validation_aulc,0.035070066960907746,0.44714335375157377,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,gabor,test_accuracy,5,33.408,37.123999999999995,3.7159999999999984,0.6510222730444779,2.9076490815318894,4.524350918468107,5,0.00021713234202972687,first_layer_training,first_layer_training|dataset=cifar10|metric=test_accuracy,0.0010856617101486343,0.015199263942080881,0.07447639331619632,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,gabor,conv1_drift,5,0.008623531367629767,0.008176240418106318,-0.00044729094952344894,0.0021489370745977313,-0.0031155487494567684,0.0022209668504098706,2,0.6658366173548206,first_layer_training,first_layer_training|dataset=cifar10|metric=conv1_drift,0.6658366173548206,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,pca,initial_val_accuracy,5,9.024000000000001,9.448000000000002,0.42400000000000004,1.967099387423015,-2.018476490251836,2.866476490251836,2,0.6550086199313087,first_layer_training,first_layer_training|dataset=cifar10|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,pca,validation_aulc,5,27.878800000000002,31.738400000000002,3.8595999999999995,1.0513661588618886,2.5541564916114132,5.165043508388585,5,0.0012002359976495877,first_layer_training,first_layer_training|dataset=cifar10|metric=validation_aulc,0.007201415985897526,0.07561486785192403,0.36007079929487634,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,pca,test_accuracy,5,33.408,38.55400000000001,5.146000000000003,1.1215970756024656,3.753353290733796,6.538646709266209,5,0.0005089328795640722,first_layer_training,first_layer_training|dataset=cifar10|metric=test_accuracy,0.002035731518256289,0.03308063717166469,0.1648942529787594,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,pca,conv1_drift,5,0.008623531367629767,0.00560567257925868,-0.0030178587883710863,0.0019536279099843686,-0.00544360823008474,-0.0005921093466574319,0,0.02595575885387865,first_layer_training,first_layer_training|dataset=cifar10|metric=conv1_drift,0.08316362386200651,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,kmeans,initial_val_accuracy,5,9.024000000000001,9.204,0.18000000000000024,1.8331393836803576,-2.0961431764053366,2.456143176405337,1,0.8369598896313588,first_layer_training,first_layer_training|dataset=cifar10|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,kmeans,validation_aulc,5,27.878800000000002,28.5336,0.6548000000000016,0.9936343391811672,-0.5789599863402415,1.8885599863402447,3,0.2146025386792731,first_layer_training,first_layer_training|dataset=cifar10|metric=validation_aulc,0.4292050773585462,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,kmeans,test_accuracy,5,33.408,34.462,1.0539999999999992,1.0299660188569344,-0.22487172498791552,2.332871724987914,4,0.08401927852962801,first_layer_training,first_layer_training|dataset=cifar10|metric=test_accuracy,0.14877964858479864,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,kmeans,conv1_drift,5,0.008623531367629767,0.013368092477321625,0.0047445611096918585,0.0028654474498710438,0.0011866381724421984,0.008302484046941519,5,0.02079090596550163,first_layer_training,first_layer_training|dataset=cifar10|metric=conv1_drift,0.08316362386200651,0.89400895651657,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,di_wmf,initial_val_accuracy,5,9.024000000000001,9.052000000000001,0.028000000000000115,2.105782514886094,-2.5866743367810443,2.6426743367810444,1,0.9777048289297594,first_layer_training,first_layer_training|dataset=cifar10|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,di_wmf,validation_aulc,5,27.878800000000002,28.525199999999995,0.6463999999999992,1.0254632124069563,-0.6268807523280979,1.9196807523280963,3,0.23148502644305408,first_layer_training,first_layer_training|dataset=cifar10|metric=validation_aulc,0.4292050773585462,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,di_wmf,test_accuracy,5,33.408,34.44,1.0320000000000007,0.9616756209866206,-0.1620779965293342,2.2260779965293356,4,0.07438982429239932,first_layer_training,first_layer_training|dataset=cifar10|metric=test_accuracy,0.14877964858479864,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,di_wmf,conv1_drift,5,0.008623531367629767,0.013470051996409892,0.004846520628780127,0.0026444631625917848,0.0015629859252138407,0.008130055332346413,5,0.014876718762193918,first_layer_training,first_layer_training|dataset=cifar10|metric=conv1_drift,0.0743835938109696,0.7140825005853081,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,lowrank_wmf,initial_val_accuracy,5,9.024000000000001,8.648,-0.37600000000000033,1.6342827172799692,-2.405230012933159,1.6532300129331583,1,0.6340545155910591,first_layer_training,first_layer_training|dataset=cifar10|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,lowrank_wmf,validation_aulc,5,27.878800000000002,31.406800000000004,3.528,1.3627024620216992,1.8359814126440241,5.220018587355976,5,0.004424828117750833,first_layer_training,first_layer_training|dataset=cifar10|metric=validation_aulc,0.022124140588754164,0.24336554647629582,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,lowrank_wmf,test_accuracy,5,33.408,37.676,4.268000000000001,0.44991110233022824,3.709361581844387,4.826638418155615,5,2.920202719850249e-05,first_layer_training,first_layer_training|dataset=cifar10|metric=test_accuracy,0.00017521216319101493,0.002102545958292179,0.010658739927453408,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,cifar10,standard,,kaiming,lowrank_wmf,conv1_drift,5,0.008623531367629767,0.01602851115167141,0.007404979784041643,0.007594088086109401,-0.0020243259916685255,0.016834285559751812,4,0.09470371003243469,first_layer_training,first_layer_training|dataset=cifar10|metric=conv1_drift,0.18940742006486938,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,random_stem,initial_val_accuracy,10,9.666666666666668,9.833333333333334,0.1666666666666666,1.657381543352922,-1.0189526661991648,1.3522859995324978,2,0.7577400727729551,first_layer_training,first_layer_training|dataset=sign|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,random_stem,validation_aulc,10,10.8,10.716666666666665,-0.08333333333333375,2.0982797186690276,-1.584352220741406,1.4176855540747386,3,0.9028171170294942,first_layer_training,first_layer_training|dataset=sign|metric=validation_aulc,0.9028171170294942,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,random_stem,test_accuracy,10,16.142857142857146,14.642857142857142,-1.5,6.627863262664025,-6.2412877567759715,3.2412877567759715,4,0.4923390001484801,first_layer_training,first_layer_training|dataset=sign|metric=test_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,random_stem,conv1_drift,10,0.00029660284082639877,0.0012888601397571975,0.0009922572989307988,0.0009743480457615791,0.00029525069557623197,0.0016892639022853657,8,0.010482620903880304,first_layer_training,first_layer_training|dataset=sign|metric=conv1_drift,0.041930483615521215,0.5136484242901349,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,gabor,initial_val_accuracy,10,9.666666666666668,9.333333333333334,-0.3333333333333333,2.4595492912420727,-2.0927889043986037,1.4261222377319371,1,0.6783097418055797,first_layer_training,first_layer_training|dataset=sign|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
